,acc_cyt,domains,Mycofactocin_RRE,mycofact_rSAM,mycofactocin,actino_HemFlav,mycofact_creat,mycofact_glyco,SDR_subfam_1,SDR_subfam_2,Pyr_redox_2,mycofact_OYE_2,mycofact_OYE_1,Reductase_C,Rv0697,GerE,Response_reg,TetR_N,ETF_alpha,HisKA_3,DNA_alkylation,ETF,Fe-ADH,GG-red-SF,AAA_5,mycofact_TetR,HTH_AsnC-type
WP_187769310.1,zzzzz73,"['mycofact_OYE_2', 'Aldedh', 'Pro_dh', 'aldehy_Rv0768', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rxyl_3153']",1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_072478286.1,zzzz136,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'AHSA1', 'DUF4190', 'Septum_form']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_219413840.1,zzzz165,"['2A0115', '2A0109', 'BenE', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'DUF6319']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_028848393.1,zzzz212,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Fer4', 'Fer4_2', 'PorB_KorB', 'OAFO_sf', 'MaoC_dehydratas']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_109530701.1,zzzz337,"['HAD', 'mycofact_rSAM', 'Mycofactocin_RRE', 'AAA_5', 'CbbQ_C', 'VWA', 'TetR_N', 'RutR']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
WP_085097078.1,zzzz351,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PGDH', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1']",1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_068915594.1,zzzz410,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4', 'SDR_subfam_1', 'SHOCT', 'Phage_holin_3_6']",1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_089250989.1,zzzz429,"['mycofact_rSAM', 'Mycofactocin_RRE', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH', 'PASTA']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
WP_163204339.1,zzzz474,"['mycofactocin', 'Mycofactocin_RRE', 'EAL', 'GGDEF', 'mycofact_creat', 'Isochorismatase', 'PqqA', 'mycofact_glyco']",1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_223860069.1,zzzz504,"['FadJ', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'Rv0697']",1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_028850528.1,zzzz511,"['TetR_N', 'betaine_BetI', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_glyco', 'mycofact_TetR']",1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WP_083045943.1,zzzz568,"['mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'HTH_3', 'HTH_26', 'Utp14', 'HTH_31', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1']",1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_023956100.1,zzzz584,"['mycofact_creat', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DNA_alkylation', 'Pyr_redox_2']",1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WP_091619013.1,zzzz661,"['SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'tdh', 'Lactonase', 'AP_endonuc_2', 'gntK_FGGY', 'TetR_N', 'TetR_C_6']",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_210588505.1,zzzz693,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'CoA_transf_3']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_109562001.1,zzzz741,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'EF-Tu', 'EF-G', 'GETHR']",1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067693752.1,zzzz758,"['AcCoA-C-Actrans', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'pter_reduc_Leis', 'mycofact_glyco', 'actino_HemFlav']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067576398.1,zzzz764,"['SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'zf-HC2', 'YtpI']",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_073727313.1,zzzz798,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Amidohydro_3', 'CoA_transf_3']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_225951637.1,zzzz826,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'TrmB', 'Sigma70_r4']",1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_094616446.1,zzzz833,"['trpS', 'DUF222', 'HNH', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav', 'WD40', 'ANAPC4_WD40', 'AAA_16', 'PD40', 'HTH_31']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_155547112.1,zzzz852,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'AHSA1', 'DUF4190', 'Septum_form']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_228389558.1,zzzz872,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_184577043.1,zzzz885,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rxyl_3153', 'Aldedh']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_097941235.1,zzzzz39,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4']",1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_086681994.1,zzzzz56,"['Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'actino_HemFlav', 'Methyltransf_25', 'MenG_heptapren']",1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_149653584.1,zzzzz66,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_011895886.1,zzzz135,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF222', 'HTH_AsnC-type', 'MarR', 'Sigma70_r4']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_108579906.1,zzzz237,"['mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDH_I_N', 'NDH_I_M', 'NDH_I_L', 'NDH_I_M', 'Proton_antipo_N', 'Oxidored_q2', 'Oxidored_q3']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_146319162.1,zzzz252,"['SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Lipase_GDSL_2', 'HTH_30', 'HTH_28', 'GGDEF_2', 'TOBE', 'DUF1206']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_056924206.1,zzzz341,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TOMM_kin_cyc', 'pepN_strep_liv', 'CSD', 'Peptidase_M48', 'DUF4010']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_111505410.1,zzzz417,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'adh_short', 'Abhydrolase_3']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_103779834.1,zzzz419,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HTH_38', 'HisKA_3']",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
WP_113782910.1,zzzz440,"['mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Aldo_ket_red', 'am_tr_V_VC1184', 'FAD_binding_3']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_118394613.1,zzzz442,"['SBD_N', 'NBD_C', 'F_bP_aldolase', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'betA', 'TetR_N', 'mycofact_TetR', 'HTH_8']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WP_011778561.1,zzzz465,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'COesterase']",1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_212844265.1,zzzz486,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'AA-adenyl-dom', 'Condensation', 'alpha_am_amid']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_011208766.1,zzzz494,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'cyc_hxne_CoA_dh', 'Acyl-CoA_dh_2']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_040753321.1,zzzz540,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_creat', 'P450_rel_GT_act']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_054814690.1,zzzz543,"['NAD_binding_10', 'mycofact_rSAM', 'Mycofactocin_RRE', 'Abhydrolase_3', 'DUF397', 'Methyltransf_19', 'DUF5753', 'HTH_3']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_143768575.1,zzzz593,"['SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'MaoC_dehydrat_N']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_021598933.1,zzzz605,"['SDR_subfam_2', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'MFS_1', '2A0118', 'VTC', 'DUF4956']",1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_226980745.1,zzzz624,"['mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'cyt_deam_tetra']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_141849158.1,zzzz633,"['SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_113810871.1,zzzz673,"['EAL', 'GGDEF', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'FAD_binding_3', 'crtI_fam']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_207840359.1,zzzz695,"['actino_HemFlav', 'mycofact_rSAM', 'mycofact_MftB', 'mycofactocin', 'DNA_alkylation', 'Pyr_redox_2']",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WP_040706267.1,zzzz729,"['mycofact_rSAM', 'Mycofactocin_RRE', 'SGNH', 'RPE65', 'DUF397', 'Methyltransf_19']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_072030259.1,zzzz733,"['AMP-binding', 'AMP-binding_C', 'proV', 'MsbA_rel', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'actino_HemFlav', 'Trns_repr_metal']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_152582067.1,zzzz737,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'efflux_EmrB', 'TetR_N']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_066887409.1,zzzz763,"['mycofact_rSAM', 'Mycofactocin_RRE', 'Fe-ADH']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WP_097211003.1,zzzz776,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco']",1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_033189880.1,zzzz783,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'GerE', 'Response_reg', 'HisKA_3', 'GAF_2', 'Fe-ADH', 'MFS_1']",1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_048673434.1,zzzz804,"['DDE_Tnp_1', 'DUF4096', 'ntrC', 'GAF', 'PAS_4', 'HTH_28', 'pcaR_pcaU', 'mycofact_MftB', 'SDR_subfam_1', 'mycofactocin', 'mycofact_glyco', 'Creatininase', 'mft_etfB', 'Fer4_2', 'Fer4', 'aprB', 'GG-red-SF', 'Thi4', 'ETF_alpha']",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_068058755.1,zzzz821,"['mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'PA-IIL', 'SoxR']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_142051892.1,zzzz839,"['mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF418']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_072803354.1,zzzzz19,"['GerE', 'Response_reg', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'actino_HemFlav', 'mycofact_creat']",1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_100599289.1,zzzzz31,"['mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'BPD_transp_1']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_119065635.1,zzzzz64,"['mycofact_glyco', 'Methyltransf_23', 'PqqD_rel_X', 'Creatininase', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'SDR_subfam_1', 'mycofactocin', 'Methyltransf_11', 'Methyltransf_23', 'VWA_CoxE', 'Ribosomal_S30AE', 'VWA_CoxE', 'TetR_C_11', 'NPV_P10', 'AAA_5', '26Sp45', 'NDMA_methanol', 'AbrB', 'Gneg_AbrB_dup']",1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_033188267.1,zzzzz76,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofact_MftB', 'mycofactocin', 'ECH_1', 'hemL', 'Aldedh', 'Rxyl_3153']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_030870352.1,zzzzz86,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'FeFe_hydrog_B1', 'mft_etfB', 'SDR_subfam_2']",1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_034436980.1,zzzz132,"['FIST', 'SDR_subfam_1', 'Mycofactocin_RRE', 'pta', 'AAA_26', 'DRTGG']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_030483540.1,zzzz223,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'hmgA']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_205857702.1,zzzz251,"['actino_HemFlav', 'mycofact_rSAM', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NUDIX']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_084837357.1,zzzz290,"['SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'mycofact_MftB', 'mycofactocin', 'DNA_alkylation', 'Pyr_redox_2']",0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WP_098002455.1,zzzz304,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF222', 'Tcp10_C', 'Pyr_redox_2', 'SDR_subfam_1', 'SHOCT']",1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_144641560.1,zzzz323,"['ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NUDIX', 'NYN_YacP', 'ROK_glcA_fam', 'ArsA_ATPase', 'ArsA_HSP20', 'Polyketide_cyc2']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
WP_208246047.1,zzzz327,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'CycNucDiestase', 'TAT_signal_seq']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
WP_068019169.1,zzzz331,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Bac_luciferase', 'LLM_DMSO2_sfnG']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_085873463.1,zzzz335,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Rxyl_3153']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_221317851.1,zzzz353,"['mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Rv0697', 'TetR_N', 'TetR_C_11']",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WP_094653149.1,zzzz371,"['ThiF', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Phage_integrase', 'recomb_XerC']",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_067804122.1,zzzz428,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'AsnC_trans_reg', 'MarR']",1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
WP_028638918.1,zzzz451,"['Beta-lactamase', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'TetR_N', 'HTH_IclR', 'npdG']",1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
WP_204835513.1,zzzz458,"['mycofact_rSAM', 'Mycofactocin_RRE', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_082807773.1,zzzz473,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'pgm', 'Trans_reg_C', 'ars_reduc_gluta', 'acr3']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_135134138.1,zzzz507,"['Mycofactocin_RRE', 'mycofact_rSAM', 'drrB', 'Cm_res_leader', 'mycofact_creat']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_204089214.1,zzzz537,"['SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Anthrone_oxy', 'YqhR', 'MerR_1']",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_224130029.1,zzzz592,"['actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'ThiF', 'Prok-E2_B']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_169247855.1,zzzz623,"['PHA_synth_I', 'PHBC_N', 'Mycofactocin_RRE', 'SDR_subfam_1', 'Creatininase', 'mft_etfB', 'Fer4_2', 'Fer4', 'aprB', 'GG-red-SF', 'ETF_alpha']",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_073456360.1,zzzz648,"['mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Trypsin_2', 'TPR_16', 'DZR', 'TIGR00096']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_189879732.1,zzzz660,"['Thioesterase', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_OYE_1', 'mycofact_OYE_2', 'ETF_alpha', 'ETF', 'GG-red-SF', 'nadB', 'Fer4_2', 'Fer4', 'mft_etfB', 'mycofact_glyco']",1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_179658468.1,zzzz702,"['mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HisKA_3', 'Fe-ADH']",1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_029721333.1,zzzz714,"['SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Response_reg', 'GerE', 'HTH_38', 'HisKA_3', 'HATPase_c_2', 'GAF_2', 'Fe-ADH']",1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
WP_157320967.1,zzzz722,"['SDR_subfam_1', 'SDR_subfam_1', 'SDR_subfam_1', 'Mycofactocin_RRE', 'mycofactocin', 'fumC_II']",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_144758638.1,zzzz838,"['ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NUDIX', 'mutt', 'NYN_YacP']",1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
WP_116999268.1,zzzz853,"['CoA_transf_3', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'G3P_acyltransf', 'tartro_sem_red', 'Pyridoxal_deC']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_158890826.1,zzzzz36,"['mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'Acyl-CoA_dh_C', 'Acyl-CoA_dh_1', 'Acyl-CoA_dh_M', 'AcylCoA_DH_N', 'Acyl-CoA_dh_N', '4HBT', 'Pyr_redox_2', 'Reductase_C', 'Fer4_15', 'GerE', 'Response_reg', 'Amino_oxidase']",1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
WP_113828407.1,zzzzz53,"['SDR_subfam_1', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'Isochorismatase', 'mycofact_glyco', 'efflux_Bcr_CflA']",1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
