,prot_1,prot_2,counts
666,HTH_Tnp_ISL3,actino_HemFlav,20
667,mycofactocin,marine_srt_targ,20
668,HTH_Tnp_ISL3,Mycofactocin_RRE,20
669,mycofact_rSAM,marine_srt_targ,20
670,HTH_Tnp_ISL3,mycofact_rSAM,20
671,mycofactocin,AsnC_trans_reg,19
672,mycofact_TetR,marine_srt_targ,19
673,SDR_subfam_1,TetR_C_11,19
674,HTH_AsnC-type,TetR_C_11,19
675,mycofact_OYE_2,AAA_5,19
676,betA,mycofact_rSAM,19
677,Reductase_C,Sigma70_r4,19
678,Mycofactocin_RRE,HTH_3,19
679,betA,Mycofactocin_RRE,19
680,Mycofactocin_RRE,marine_srt_targ,19
681,betA,mycofactocin,19
682,SDR_subfam_2,ETF,19
683,SDR_subfam_1,Sig70_famx2,19
684,Condensation,PP-binding,19
685,MCM,VWA_2,19
686,Aldedh,SDR_subfam_2,19
687,Mycofactocin_RRE,AsnC_trans_reg,19
688,mycofact_rSAM,AsnC_trans_reg,19
689,mycofact_glyco,ETF_alpha,19
690,actino_HemFlav,MFS_1,19
691,mycofact_TetR,SnoaL_2,19
692,Mycofactocin_RRE,P450_cycloAA_1,19
693,mycofactocin,HTH_3,19
694,mycofact_rSAM,HTH_3,19
695,mycofactocin,P450_cycloAA_1,19
696,drrA,mycofact_TetR,18
697,mycofact_glyco,Fer4,18
698,HATPase_c_2,Fe-ADH,18
699,PP-binding,AA-adenyl-dom,18
700,mycofact_rSAM,drrA,18
701,VWA_2,marine_srt_targ,18
702,Sig70_famx2,Orn_aminotrans,18
703,betA,actino_HemFlav,18
704,Mycofactocin_RRE,betaine_BetI,18
705,Amidohydro_2,mycofactocin,18
706,Amidohydro_2,mycofact_rSAM,18
707,Amidohydro_2,Mycofactocin_RRE,18
708,HTH_AsnC-type,AsnC_trans_reg,18
709,Mycofactocin_RRE,HTH_IclR,18
710,mycofact_glyco,glut_race,18
711,mycofact_rSAM,P450_cycloAA_1,18
712,SDR_subfam_2,Methyltransf_11,18
713,GMC_mycofac_2,DoxX_3,18
714,TetR_N,betaine_BetI,18
715,mycofactocin,betaine_BetI,18
716,SDR_subfam_2,ECH_1,18
717,mycofact_TetR,pcaR_pcaU,18
718,mycofact_OYE_1,GerE,18
719,mycofact_TetR,AsnC_trans_reg,18
720,PP-binding,alpha_am_amid,18
721,HTH_Tnp_ISL3,Rv0697,18
722,glut_race,mycofact_TetR,18
723,glut_race,Pyr_redox_2,18
724,betA,mycofact_creat,18
725,HTH_Tnp_ISL3,mycofact_creat,18
726,AMP-binding_C,mycofact_TetR,18
727,mycofact_glyco,HATPase_c_2,18
728,TetR_C_1,mycofact_TetR,18
729,actino_HemFlav,SnoaL_2,18
730,HTH_Tnp_ISL3,Pyr_redox_2,18
731,Aldedh,Rxyl_3153,18
732,MarR_2,mycofact_TetR,18
733,mycofact_glyco,MarR_2,18
734,mycofact_OYE_2,VWA_CoxE,18
735,HTH_Tnp_ISL3,mycofact_glyco,18
736,HTH_AsnC-type,HTH_Tnp_ISL3,18
737,Orn_aminotrans,Sigma70_r4,17
738,AAA_5,CbbQ_C,17
739,mycofact_OYE_2,GerE,17
740,am_tr_V_VC1184,mycofact_TetR,17
741,cyc_hxne_CoA_dh,mycofact_creat,17
742,betA,mycofact_TetR,17
743,mycofact_rSAM,HTH_IclR,17
744,GMC_mycofac_2,Reductase_C,17
745,MCM,actino_HemFlav,17
746,CYP450_TxtE,Orn_aminotrans,17
747,SDR_subfam_2,Fer4_2,17
748,Mycofactocin_RRE,CbbQ_C,17
749,mycofact_rSAM,betaine_BetI,17
750,GntR,mycofact_rSAM,17
751,Methyltransf_25,SDR_subfam_2,17
752,Rxyl_3153,VWA_CoxE,17
753,TetR_C_11,CYP450_TxtE,17
754,SDR_subfam_1,GerE,17
755,DUF222,mycofactocin,17
756,mycofact_rSAM,CbbQ_C,17
757,actino_HemFlav,HTH_31,17
758,mycofactocin,CbbQ_C,17
759,GntR,Mycofactocin_RRE,17
760,DDAH_eukar,HTH_Tnp_ISL3,17
761,mycofactocin,HTH_IclR,17
762,Methyltransf_11,mycofact_OYE_2,17
763,am_tr_V_VC1184,mycofactocin,17
764,GAF_2,GerE,17
765,Mycofactocin_RRE,efflux_Bcr_CflA,17
766,FAD_binding_3,Peripla_BP_2,17
767,mycofact_rSAM,efflux_Bcr_CflA,17
768,mycofactocin,efflux_Bcr_CflA,17
769,efflux_EmrB,Orn_aminotrans,17
770,betA,mycofact_glyco,17
771,am_tr_V_VC1184,Mycofactocin_RRE,17
772,HATPase_c_2,mycofact_creat,17
773,am_tr_V_VC1184,mycofact_rSAM,17
774,GntR,mycofactocin,17
775,AAA_5,marine_srt_targ,17
776,Peripla_BP_2,actino_HemFlav,17
777,mycofact_glyco,AsnC_trans_reg,17
778,mycofact_glyco,GAF_2,17
779,DUF222,Mycofactocin_RRE,17
780,Rxyl_3153,FAD_binding_3,17
781,mycofact_creat,AsnC_trans_reg,17
782,efflux_EmrB,SHOCT,17
783,PP-binding,Mycofactocin_RRE,17
784,mycofact_creat,SnoaL_2,17
785,efflux_Bcr_CflA,mycofact_creat,16
786,mycofact_creat,pcaR_pcaU,16
787,mycofactocin,HTH_1,16
788,mycofact_rSAM,COesterase,16
789,mycofact_rSAM,HTH_1,16
790,mycofact_TetR,HTH_31,16
791,actino_HemFlav,AsnC_trans_reg,16
792,protocat_pcaD,mycofactocin,16
793,Polyketide_cyc2,mycofact_creat,16
794,mycofact_rSAM,Isochorismatase,16
795,DUF222,mycofact_rSAM,16
796,actino_HemFlav,GAF_2,16
797,Rv0697,adh_short,16
798,PP-binding,mycofact_rSAM,16
799,mycofact_glyco,pcaR_pcaU,16
800,adk,mycofact_glyco,16
801,CbbQ_C,VWA_CoxE,16
802,mycofactocin,Acyl-CoA_dh_1,16
803,PP-binding,mycofactocin,16
804,Abhydrolase_6,mycofactocin,16
805,mycofact_glyco,GG-red-SF,16
806,Mycofactocin_RRE,HTH_1,16
807,protocat_pcaD,Mycofactocin_RRE,16
808,DNA_alkylation,glut_race,16
809,Mycofactocin_RRE,Acyl-CoA_dh_1,16
810,Pyr_redox_2,SPW,16
811,HTH_23,TetR_N,16
812,mycofact_glyco,SPW,16
813,Rxyl_3153,Pyrid_ox_like,16
814,CO_dehy_Mo_lg,mycofact_glyco,16
815,mycofact_rSAM,Transp_cyt_pur,16
816,CO_dehy_Mo_lg,Mycofactocin_RRE,16
817,Methyltransf_23,actino_HemFlav,16
818,adk,mycofactocin,16
819,mycofact_TetR,NDMA_methanol,16
820,adk,mycofact_rSAM,16
821,mycofactocin,Transp_cyt_pur,16
822,Methyltransf_23,mycofactocin,16
823,Methyltransf_11,mycofact_OYE_1,16
824,Amidohydro_2,mycofact_TetR,16
825,adk,Mycofactocin_RRE,16
826,mycofactocin,EF-G,16
827,marine_srt_targ,actino_HemFlav,16
828,mycofact_glyco,Fer4_2,16
829,PA_CoA_Oxy5,mycofact_OYE_2,16
830,mycofact_TetR,efflux_Bcr_CflA,16
831,CO_dehy_Mo_lg,mycofactocin,16
832,mycofactocin,Isochorismatase,16
833,CO_dehy_Mo_lg,mycofact_rSAM,16
834,Mycofactocin_RRE,Transp_cyt_pur,16
835,GntR,mycofact_TetR,16
836,mycofact_glyco,HTH_31,16
837,mycofact_creat,HTH_20,16
838,Mycofactocin_RRE,HTH_30,16
839,mycofact_glyco,ETF,15
840,mycofact_glyco,COesterase,15
841,mycofact_rSAM,Usp,15
842,AMP-binding,Rv0697,15
843,TetR_C_24,Mycofactocin_RRE,15
844,Mycofactocin_RRE,EF-G,15
845,Peripla_BP_2,mycofact_glyco,15
846,Mycofactocin_RRE,Asp_Glu_race,15
847,mycofactocin,Asp_Glu_race,15
848,Rv0697,AsnC_trans_reg,15
849,Abhydrolase_6,mycofact_rSAM,15
850,FAD_binding_3,actino_HemFlav,15
851,AHSA1,mycofact_rSAM,15
852,Mycofactocin_RRE,Isochorismatase,15
853,mycofact_TetR,UPF0225,15
854,actino_HemFlav,COesterase,15
855,mycofactocin,Usp,15
856,Phosphodiest,mycofact_creat,15
857,mycofactocin,DUF952,15
858,AHSA1,mycofactocin,15
859,Condensation,Mycofactocin_RRE,15
860,mycofact_creat,MFS_1,15
861,TetR_C_1,PA_CoA_Oxy5,15
862,Pyrid_ox_like,actino_HemFlav,15
863,Methyltransf_23,Mycofactocin_RRE,15
864,Pyrid_ox_like,efflux_Bcr_CflA,15
865,mycofact_rSAM,EF-G,15
866,mycofact_TetR,Isochorismatase,15
867,am_tr_V_VC1184,Pyrid_ox_like,15
868,mycofact_rSAM,Asp_Glu_race,15
869,Mycofactocin_RRE,COesterase,15
870,mycofact_glyco,NUDIX,15
871,mycofactocin,COesterase,15
872,AHSA1,Mycofactocin_RRE,15
873,Response_reg,HATPase_c,15
874,TetR_C_24,mycofact_rSAM,15
875,GAF,mycofact_TetR,15
876,mycofact_rSAM,Acyl-CoA_dh_1,15
877,Phosphodiest,mycofact_rSAM,15
878,Mycofactocin_RRE,DUF952,15
879,EF-Tu,mycofactocin,15
880,DUF222,mycofact_TetR,15
881,EF-Tu,Pyr_redox_2,15
882,EF-Tu,actino_HemFlav,15
883,NDMA_methanol,CbbQ_C,15
884,mycofact_TetR,betaine_BetI,15
885,CO_dehy_Mo_lg,mycofact_creat,15
886,GGDEF,Mycofactocin_RRE,15
887,DDAH_eukar,TetR_C_11,15
888,Mycofactocin_RRE,Trans_reg_C,15
889,mycofact_creat,GAF,15
890,PA_CoA_Oxy5,mycofact_OYE_1,15
891,TetR_C_24,mycofactocin,15
892,mycofact_rSAM,UPF0225,15
893,Orn_aminotrans,HTH_Tnp_ISL3,15
894,EF-Tu,mycofact_rSAM,15
895,Mycofactocin_RRE,UPF0225,15
896,actino_HemFlav,betaine_BetI,15
897,mycofact_rSAM,Trans_reg_C,15
898,AcCoA-C-Actrans,mycofact_rSAM,15
899,mycofactocin,Rv1155_F420,15
900,mycofact_rSAM,DUF952,15
901,Methyltransf_23,mycofact_rSAM,15
902,Pyrid_ox_like,UPF0225,15
903,mycofactocin,Trans_reg_C,15
904,P450_cycloAA_1,mycofact_glyco,15
905,actino_HemFlav,Asp_Glu_race,15
906,AcCoA-C-Actrans,Mycofactocin_RRE,15
907,Rv0697,glut_race,15
908,AcCoA-C-Actrans,mycofactocin,15
909,Reductase_C,HTH_Tnp_ISL3,15
910,mycofactocin,UPF0225,15
911,Phosphodiest,Mycofactocin_RRE,15
912,EAL,mycofact_TetR,14
913,drrA,actino_HemFlav,14
914,Rxyl_3153,SDR_subfam_1,14
915,efflux_Bcr_CflA,Peripla_BP_2,14
916,mycofactocin,HTH_28,14
917,mycofactocin,HTH_30,14
918,P450_rel_GT_act,Mycofactocin_RRE,14
919,Rv0697,adh_short_C2,14
920,GGDEF,mycofact_rSAM,14
921,Rv0697,MCM,14
922,HTH_1,LysR_substrate,14
923,EAL,mycofactocin,14
924,mycofact_TetR,HTH_3,14
925,Condensation,mycofactocin,14
926,Acetyltransf_1,mycofact_creat,14
927,HTH_23,Rv0697,14
928,protocat_pcaD,mycofact_rSAM,14
929,EAL,Mycofactocin_RRE,14
930,gas_vesic_GvpN,VWA_CoxE,14
931,EAL,mycofact_rSAM,14
932,Phosphodiest,mycofactocin,14
933,protocat_pcaD,mycofact_glyco,14
934,AAA_16,GerE,14
935,HTH_24,mycofact_creat,14
936,mycofact_TetR,Acyl-CoA_dh_1,14
937,Aldedh,Rv0697,14
938,mycofact_creat,HTH_IclR,14
939,Fe-ADH,mycofact_TetR,14
940,actino_HemFlav,HTH_IclR,14
941,mycofact_creat,Isochorismatase,14
942,mycofact_glyco,HTH_3,14
943,Rxyl_3153,Peripla_BP_2,14
944,MarR,TetR_C_11,14
945,VWA_CoxE,HATPase_c_2,14
946,P450_cycloAA_1,actino_HemFlav,14
947,Mycofactocin_RRE,Aldo_ket_red,14
948,GerE,HATPase_c,14
949,mycofact_rSAM,Rv1155_F420,14
950,NDMA_methanol,HATPase_c_2,14
951,Mycofactocin_RRE,HATPase_c,14
952,mycofactocin,Aldo_ket_red,14
953,mycofactocin,HATPase_c,14
954,DNA_alkylation,SPW,14
955,mycofact_TetR,MFS_1,14
956,mycofact_rSAM,Aldo_ket_red,14
957,Mycofactocin_RRE,Rv1155_F420,14
958,P450_cycloAA_1,mycofact_creat,14
959,TetR_C_1,mycofact_glyco,14
960,COesterase,Rv0697,14
961,COesterase,mycofact_TetR,14
962,EF-Tu,mycofact_TetR,14
963,mycofact_glyco,EF-G,14
964,EF-Tu,Rv0697,14
965,Rv0697,EF-G,14
966,mycofact_TetR,EF-G,14
967,EF-Tu,mycofact_creat,14
968,EF-Tu,Mycofactocin_RRE,14
969,Amidohydro_2,mycofact_glyco,14
970,Amidohydro_2,actino_HemFlav,14
971,P450_rel_GT_act,mycofactocin,14
972,EF-Tu,mycofact_glyco,14
973,DUF222,actino_HemFlav,14
974,Mycofactocin_RRE,Usp,14
975,mycofact_TetR,HTH_24,14
976,mycofact_creat,COesterase,14
977,AMP-binding,SDR_subfam_2,14
978,Condensation,mycofact_rSAM,14
979,Mycofactocin_RRE,Fer4_13,14
980,Abhydrolase_6,Mycofactocin_RRE,14
981,mycofactocin,Fer4_13,14
982,adh_short_C2,TetR_N,14
983,gas_vesic_GvpN,mycofact_glyco,14
984,SDR_subfam_2,SDR_subfam_1,14
985,AMP-binding,TetR_N,14
986,mycofact_rSAM,Fer4_13,14
987,gas_vesic_GvpN,mycofact_creat,14
988,AAA_5,mycofact_OYE_1,14
989,adk,VWA_CoxE,13
990,mycofactocin,HxlR,13
991,HATPase_c_2,Methyltransf_11,13
992,mycofactocin,SEC-C,13
993,4hydroxCoAred,mycofact_glyco,13
994,mycofact_rSAM,HxlR,13
995,actino_HemFlav,EF-G,13
996,Mycofactocin_RRE,SEC-C,13
997,mycofact_MftB,mycofactocin,13
998,GAF_2,mycofact_creat,13
999,mycofact_creat,Rv1155_F420,13
1000,mycofact_creat,Fer4,13
1001,VWA_CoxE,AAA,13
1002,mycofact_TetR,Asp_Glu_race,13
1003,Mycofactocin_RRE,AAA,13
1004,FAD_binding_3,UPF0225,13
1005,P450_rel_GT_act,actino_HemFlav,13
1006,SEC-C,UPF0225,13
1007,mycofact_creat,EAL,13
1008,4hydroxCoAred,mycofactocin,13
1009,mycofact_glyco,HTH_24,13
1010,GAF_2,Response_reg,13
1011,mycofact_OYE_2,Response_reg,13
1012,mycofact_creat,HTH_31,13
1013,mycofact_OYE_2,NUDIX,13
1014,mycofact_TetR,SEC-C,13
1015,4hydroxCoAred,mycofact_rSAM,13
1016,mycofact_glyco,Trans_reg_C,13
1017,Acetyltransf_1,mycofact_glyco,13
1018,4hydroxCoAred,mycofact_creat,13
1019,Rv0697,marine_srt_targ,13
1020,AHSA1,mycofact_TetR,13
1021,4hydroxCoAred,Mycofactocin_RRE,13
1022,Glyoxalase_6,DUF2332,13
1023,mycofact_rSAM,HATPase_c,13
1024,Pyrid_ox_like,SEC-C,13
1025,mycofact_glyco,Phosphodiest,13
1026,mycofact_creat,DUF952,13
1027,actino_HemFlav,HxlR,13
1028,mycofact_rSAM,SEC-C,13
1029,Rv0697,HTH_3,13
1030,Mycofactocin_RRE,HxlR,13
1031,AAA_5,HATPase_c_2,13
1032,adh_short_C2,SDR_subfam_1,13
1033,GGDEF,mycofactocin,13
1034,DAO,mycofact_rSAM,13
1035,actino_HemFlav,Acyl-CoA_dh_1,13
1036,AA-adenyl-dom,mycofact_rSAM,13
1037,Thioesterase,Mycofactocin_RRE,13
1038,HTH_23,SDR_subfam_2,13
1039,PP-binding,Thioesterase,13
1040,am_tr_V_VC1184,mycofact_creat,13
1041,HTH_38,mycofact_rSAM,13
1042,Sigma70_r4,TetR_C_11,13
1043,HTH_38,Mycofactocin_RRE,13
1044,DAO,Mycofactocin_RRE,13
1045,EF-Tu,DUF2332,13
1046,alpha_am_amid,Mycofactocin_RRE,13
1047,actino_HemFlav,HTH_24,13
1048,alpha_am_amid,mycofact_rSAM,13
1049,P450_rel_GT_act,mycofact_rSAM,13
1050,Rv0697,DNA_alkylation,13
1051,AAA_16,actino_HemFlav,13
1052,adh_short_C2,SDR_subfam_2,13
1053,DAO,mycofactocin,13
1054,Thioesterase,mycofact_rSAM,13
1055,Pyr_redox_2,AsnC_trans_reg,13
1056,NUDIX,mycofact_TetR,13
1057,TetR_C_24,TetR_N,13
1058,Mycofactocin_RRE,HTH_28,13
1059,Rv0697,SPW,13
1060,TetR_C_1,glut_race,13
1061,mycofact_OYE_1,HisKA_3,13
1062,AA-adenyl-dom,Mycofactocin_RRE,13
1063,Pyr_redox_2,EF-G,13
1064,EF-Tu,SDR_subfam_1,13
1065,mycofact_TetR,Usp,13
1066,SDR_subfam_1,CYP450_TxtE,13
1067,P450_rel_GT_act,mycofact_glyco,13
1068,mycofact_OYE_1,Response_reg,13
1069,FAD_binding_3,mycofact_glyco,13
1070,Pyrid_ox_like,mycofact_glyco,13
1071,Mycofactocin_RRE,TrmB,12
1072,adk,GerE,12
1073,TetR_C_1,DNA_alkylation,12
1074,mycofact_rSAM,HTH_30,12
1075,mycofact_glyco,Isochorismatase,12
1076,adk,Fe-ADH,12
1077,SDR_subfam_1,P450_cycloAA_1,12
1078,Condensation,AMP-binding,12
1079,AA-adenyl-dom,mycofactocin,12
1080,mycofactocin,Glyoxalase,12
1081,P450_rel_GT_act,mycofact_TetR,12
1082,Rv0697,TetR_C_1,12
1083,GntR,mycofact_glyco,12
1084,mycofact_TetR,P450_cycloAA_1,12
1085,VWA_CoxE,GAF_2,12
1086,Acetyltransf_1,actino_HemFlav,12
1087,Mycofactocin_RRE,Glyoxalase,12
1088,GntR,actino_HemFlav,12
1089,Condensation,mycofact_glyco,12
1090,HTH_38,mycofact_glyco,12
1091,PP-binding,mycofact_glyco,12
1092,APH,mycofact_rSAM,12
1093,adk,actino_HemFlav,12
1094,Ac_CoA_lig_AcsA,Mycofactocin_RRE,12
1095,EF-Tu,Reductase_C,12
1096,Ac_CoA_lig_AcsA,mycofact_rSAM,12
1097,mycofact_TetR,Transp_cyt_pur,12
1098,mycofact_glyco,betaine_BetI,12
1099,mycofact_glyco,Rv1155_F420,12
1100,PA_CoA_Oxy5,Rv1155_F420,12
1101,mycofact_TetR,Rv1155_F420,12
1102,APH,mycofactocin,12
1103,Ribonuc_L-PSP,mycofactocin,12
1104,mycofact_OYE_2,HisKA_3,12
1105,Ribonuc_L-PSP,mycofact_rSAM,12
1106,Ac_CoA_lig_AcsA,mycofactocin,12
1107,Ribonuc_L-PSP,Mycofactocin_RRE,12
1108,mycofact_glyco,HTH_30,12
1109,mycofactocin,TetR_C_31,12
1110,Condensation,Thioesterase,12
1111,AA-adenyl-dom,Thioesterase,12
1112,Sig70_famx2,DUF2332,12
1113,alpha_am_amid,mycofactocin,12
1114,HTH_38,actino_HemFlav,12
1115,HTH_38,mycofactocin,12
1116,actino_HemFlav,GAF,12
1117,MCM,mycofact_creat,12
1118,Mycofactocin_RRE,TetR_C_31,12
1119,PP-binding,AMP-binding,12
1120,mycofactocin,TrmB,12
1121,alpha_am_amid,Thioesterase,12
1122,mycofact_rSAM,Glyoxalase,12
1123,actino_HemFlav,HTH_3,12
1124,Ac_CoA_lig_AcsA,mycofact_glyco,12
1125,mycofact_rSAM,NAD_binding_8,12
1126,TetR_C_24,mycofact_glyco,12
1127,Orn_aminotrans,TetR_C_11,12
1128,EAL,actino_HemFlav,12
1129,mycofact_creat,Acyl-CoA_dh_1,12
1130,mycofact_glyco,HTH_20,12
1131,TetR_N,HTH_Tnp_ISL3,12
1132,Methyltransf_11,Rv0697,12
1133,mycofactocin,AAA,12
1134,mycofact_rSAM,AAA,12
1135,Abhydrolase_6,mycofact_glyco,12
1136,mycofact_OYE_2,Rxyl_3153,12
1137,HTH_11,mycofact_rSAM,12
1138,Abhydrolase_1,mycofact_rSAM,12
1139,mycofact_rSAM,mycofact_MftB,12
1140,Acyl-CoA_dh_M,Acyl-CoA_dh_1,12
1141,HisKA_3,GAF_2,12
1142,NDMA_methanol,gas_vesic_GvpN,12
1143,Mycofactocin_RRE,Acyl-CoA_dh_M,12
1144,mycofactocin,NAD_binding_8,12
1145,Amidohydro_2,mycofact_creat,12
1146,CoA_transf_3,TetR_N,12
1147,mycofact_TetR,HTH_20,12
1148,COesterase,CYP450_TxtE,12
1149,Abhydrolase_1,Mycofactocin_RRE,12
1150,HTH_11,Mycofactocin_RRE,12
1151,SDR_subfam_1,VWA_CoxE,12
1152,mycofactocin,Acyl-CoA_dh_M,12
1153,cyc_hxne_CoA_dh,SDR_subfam_2,12
1154,AAA_16,mycofact_glyco,12
1155,HTH_11,mycofactocin,12
1156,AAA_5,Pyrid_ox_like,12
1157,mycofact_rSAM,TetR_C_31,12
1158,mycofact_glyco,LysR_substrate,12
1159,GAF_2,mycofact_TetR,12
1160,mycofact_glyco,HTH_1,12
1161,Thioesterase,mycofactocin,12
1162,actino_HemFlav,LysR_substrate,12
1163,VWA_CoxE,mycofact_OYE_1,12
1164,DUF222,mycofact_creat,12
1165,Abhydrolase_1,mycofactocin,12
1166,UPF0225,mycofact_creat,12
1167,AMP-binding_C,SDR_subfam_2,12
1168,EF-Tu,EF-G,12
1169,Fe-ADH,GAF_2,12
1170,mycofact_creat,betaine_BetI,12
1171,P450_rel_GT_act,mycofact_creat,11
1172,HTH_IclR,mycofact_TetR,11
1173,mycofact_rSAM,Acyl-CoA_dh_M,11
1174,LysR_substrate,mycofact_TetR,11
1175,pcaR_pcaU,Rv0697,11
1176,actino_HemFlav,UPF0225,11
1177,cyc_hxne_CoA_dh,TetR_N,11
1178,Asp_Glu_race,mycofact_creat,11
1179,Rxyl_3153,UPF0225,11
1180,COesterase,Pyr_redox_2,11
1181,mycofact_TetR,NAD_binding_8,11
1182,AcCoA-C-Actrans,actino_HemFlav,11
1183,Polyketide_cyc2,Pyrid_ox_like,11
1184,HisKA_3,HATPase_c,11
1185,TetR_N,Methyltransf_11,11
1186,mycofact_creat,LysR_substrate,11
1187,NDMA_methanol,AAA,11
1188,Aldedh,AAA_5,11
1189,TetR_C_1,SPW,11
1190,mycofact_glyco,Glyoxalase,11
1191,Methyltransf_23,mycofact_glyco,11
1192,Abhydrolase_1,actino_HemFlav,11
1193,Mycofactocin_RRE,NAD_binding_8,11
1194,mycofact_TetR,GGDEF,11
1195,DNA_alkylation,Rv1155_F420,11
1196,HTH_Crp_2,Mycofactocin_RRE,11
1197,mycofact_creat,HATPase_c,11
1198,mycofact_glyco,HTH_IclR,11
1199,HTH_Crp_2,mycofactocin,11
1200,SDR_subfam_1,Rv1155_F420,11
1201,AA-adenyl-dom,AMP-binding,11
1202,adk,NDMA_methanol,11
1203,Condensation,TetR_N,11
1204,mycofact_glyco,Fer4_13,11
1205,HTH_Crp_2,mycofact_rSAM,11
1206,TetR_N,TetR_C_31,11
1207,AcCoA-C-Actrans,mycofact_glyco,11
1208,mycofact_TetR,gas_vesic_GvpN,11
1209,Mycofactocin_RRE,HTH_5,11
1210,MarR_2,Rv0697,11
1211,SEC-C,mycofact_creat,11
1212,mycofact_creat,adk,11
1213,DUF4442,mycofactocin,11
1214,Phosphodiest,DUF952,11
1215,FAD_binding_3,SEC-C,11
1216,TetR_C_1,Pyr_redox_2,11
1217,Ac_CoA_lig_AcsA,actino_HemFlav,11
1218,mycofact_OYE_2,Acetyltransf_1,11
1219,mycofact_glyco,SnoaL_2,11
1220,Sig70_famx2,SHOCT,11
1221,Glyoxalase_6,SHOCT,11
1222,CoA_transf_3,Rv1155_F420,11
1223,mycofact_TetR,HxlR,11
1224,CO_dehy_Mo_lg,4hydroxCoAred,11
1225,Rv0697,P450_cycloAA_1,11
1226,mycofact_OYE_2,DUF952,11
1227,mycofact_creat,EF-G,11
1228,TetR_N,EF-G,11
1229,mycofact_glyco,DUF952,11
1230,Aldedh,VWA_CoxE,11
1231,mycofactocin,Bac_luciferase,11
1232,AAA_5,TetR_N,11
1233,MCM,marine_srt_targ,11
1234,Pyrid_ox_like,Isochorismatase,11
1235,alpha_am_amid,AMP-binding,11
1236,APH,Mycofactocin_RRE,11
1237,mycofact_OYE_2,NDMA_methanol,11
1238,SDR_subfam_1,ETF_alpha,11
1239,AAA_5,AAA,11
1240,GG-red-SF,NUDIX,11
1241,DUF222,mycofact_glyco,11
1242,ETF_alpha,NUDIX,11
1243,mycofact_creat,Fer4_13,11
1244,TetR_N,PE,11
1245,actino_HemFlav,HTH_20,11
1246,Pyr_redox_2,Rv1155_F420,11
1247,SPW,actino_HemFlav,11
1248,adk,Ac_CoA_lig_AcsA,11
1249,Abhydrolase_6,mycofact_TetR,11
1250,Rv0697,HTH_31,11
1251,adk,Response_reg,11
1252,Ac_CoA_lig_AcsA,GerE,11
1253,mycofactocin,Creatininase,11
1254,TetR_C_24,actino_HemFlav,11
1255,SPW,mycofact_OYE_2,11
1256,PP-binding,TetR_N,11
1257,actino_HemFlav,Rv1155_F420,11
1258,Asp_Glu_race,HTH_AsnC-type,11
1259,HTH_38,mycofact_creat,11
1260,mycofact_rSAM,TrmB,11
1261,mycofact_glyco,VWA_2,11
1262,adk,HisKA_3,11
1263,mycofactocin,DUF5826,10
1264,DUF222,Rv0697,10
1265,DAO,mycofact_OYE_2,10
1266,mycofact_rSAM,HTH_18,10
1267,PGDH,mycofact_creat,10
1268,alpha_am_amid,TetR_N,10
1269,mycofact_creat,Fer4_2,10
1270,Asp_Glu_race,MarR,10
1271,mycofact_TetR,DUF5826,10
1272,Condensation,PA_CoA_Oxy5,10
1273,Ac_CoA_lig_AcsA,mycofact_creat,10
1274,GAF,PA_CoA_Oxy5,10
1275,am_tr_V_VC1184,Peripla_BP_2,10
1276,TetR_N,Asp_Glu_race,10
1277,BioC,Response_reg,10
1278,mycofact_rSAM,Flavin_Reduct,10
1279,Abhydrolase_6,mycofact_creat,10
1280,mycofact_glyco,DUF5826,10
1281,AsnC_trans_reg,Orn_aminotrans,10
1282,EF-Tu,TetR_N,10
1283,CbbQ_C,Response_reg,10
1284,TetR_N,HTH_24,10
1285,Mycofactocin_RRE,AAA_18,10
1286,mycofactocin,AAA_18,10
1287,TrmB,mycofact_TetR,10
1288,DUF4442,mycofact_TetR,10
1289,actino_HemFlav,NAD_binding_8,10
1290,alpha_am_amid,mycofact_glyco,10
1291,mycofact_glyco,mycofact_MftB,10
1292,DDAH_eukar,AsnC_trans_reg,10
1293,AMP-binding,SDR_subfam_1,10
1294,Creatininase,mycofact_glyco,10
1295,HNH,Mycofactocin_RRE,10
1296,HNH,mycofactocin,10
1297,SDR_subfam_1,HisKA_3,10
1298,P450_cycloAA_1,TetR_N,10
1299,DUF2332,EF-G,10
1300,DUF2332,DUF5826,10
1301,SDR_subfam_1,Response_reg,10
1302,TetR_N,P450_rel_GT_act,10
1303,SDR_subfam_1,drrA,10
1304,SDR_subfam_1,EF-G,10
1305,SDR_subfam_1,Creatininase,10
1306,SDR_subfam_1,Fer4,10
1307,DUF2332,TetR_C_11,10
1308,Abhydrolase_6,actino_HemFlav,10
1309,AAA_5,Polyketide_cyc2,10
1310,AA-adenyl-dom,TetR_N,10
1311,DAO,ETF_alpha,10
1312,cyc_hxne_CoA_dh,SDR_subfam_1,10
1313,Mycofactocin_RRE,DUF5826,10
1314,mycofactocin,HTH_18,10
1315,GMC_mycofac_2,Rv1155_F420,10
1316,Ac_CoA_lig_AcsA,VWA_CoxE,10
1317,Asp_Glu_race,Orn_aminotrans,10
1318,Asp_Glu_race,Pyr_redox_2,10
1319,Pyr_redox_2,DUF5826,10
1320,Ac_CoA_lig_AcsA,HATPase_c_2,10
1321,SDR_subfam_2,CoA_transf_3,10
1322,PP-binding,PA_CoA_Oxy5,10
