,acc_cyt,domains,mycofactocin,Mycofactocin_RRE,mycofact_rSAM,mycofact_TetR,actino_HemFlav,mycofact_glyco,mycofact_creat,SDR_subfam_1,Rv0697,TetR_N,Pyr_redox_2,SDR_subfam_2,AAA_5,VWA_CoxE,Reductase_C,GerE,mycofact_OYE_2,Response_reg,NDMA_methanol,PA_CoA_Oxy5,HisKA_3,mycofact_OYE_1,Methyltransf_11,efflux_EmrB,Fe-ADH
WP_062393787.1,zzzz328,"['mycofact_creat', 'CoA_transf_3', 'TetR_N', 'TetR_C_33', 'adh_short_C2', 'SnoaL_2', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX', 'MatE', 'FixQ', 'cognate_SipW', 'SPX']",1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_082817206.1,zzzz343,"['Glyoxalase_4', 'fabH', 'OB_aCoA_assoc', 'DUF35_N', 'CoA_transf_3', 'CMD', 'quinone_pig3', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'Xan_ur_permease', 'MarR_2', 'MarR', 'MFS_3']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_225233488.1,zzzz508,"['DUF3995', 'mycofact_creat', 'VWA_2', 'VWA_CoxE', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'am_tr_V_VC1184', 'FAD_binding_3', 'SpoIIE', 'GAF_2', 'EAL', 'PAS_4', 'choice_anch_A', 'Transgly_assoc', 'DUF4232']",1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
WP_035391132.1,zzzz562,"['Rrf2', 'Phosphodiest', 'BPA', 'rpiB_lacA_lacB', 'Chlorophyllase2', 'PAF-AH_p_II', 'BAAT_C', 'Amidase', 'PaaN-DH', 'OrfB_IS605', 'Mycofactocin_RRE', 'mycofact_rSAM', 'GGDEF', 'GAF', 'bioA', 'SDR_subfam_2', 'mycofact_creat', 'His_Phos_1', 'xseA', 'xseB']",0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_068744644.1,zzzz631,"['FeS_nifS', 'AGP_acyltrn', 'Acetyltransf_5', 'NUDIX', 'DinB_2', 'HpaR', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'NDMA_methanol', 'AAA_5', 'RuvB_N', 'LonB_AAA-LID', 'VWA_CoxE', 'Abhydrolase_8']",1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
WP_206037663.1,zzzz711,"['MaoC_dehydratas', 'Thiolase_N', 'MaoC_dehydratas', 'adh_short_C2', 'PA_CoA_Oxy5', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'IMP_dehydrog', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_208974179.1,zzzz651,"['2A0106', 'MarR', 'MarR_2', 'GntR', 'HTH_24', 'HTH_AsnC-type', 'HTH_28', 'HTH_29', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Amidohydro_2', 'rve_3', 'HTH_32', 'HTH_21', 'mycofact_TetR']",1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_091935457.1,zzzz671,"['efflux_Bcr_CflA', 'mycofact_glyco', 'Isochorismatase', 'PqqA', 'Peripla_BP_2', 'mycofact_creat', 'UPF0225', 'SEC-C', 'Pyrid_ox_like', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'actino_HemFlav', 'DUF1707', 'PhoR', 'FAD_binding_3', 'Rxyl_3153', 'AAA_5', 'gas_vesic_GvpN', 'MCM', 'BchI-ChlI', 'AAA_30']",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
WP_012835462.1,zzzz676,"['Rv1155_F420', 'GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'DNA_alkylation', 'Pyr_redox_2', 'TrkH', 'DUF6112']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_086537233.1,zzzz679,"['SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'T7SS_Rv3446c', 'VI_IcmF']",1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_066909612.1,zzzz759,"['HTH_23', 'HTH_32', 'HTH_38', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'GMC_mycofac_2', 'NAD_binding_8', 'DUF6082', 'Peptidase_S9_N', 'Peptidase_S9', 'SAICAR_synt', 'MPAB_Lcp_cat']",1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_089337808.1,zzzz794,"['CO_dehy_Mo_lg', 'MFS_1', 'DUF4244', 'DUF6082', 'GAF', 'mycofact_glyco', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'actino_HemFlav', 'FAD_binding_3', 'Rxyl_3153', 'Rxyl_3153']",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_196810034.1,zzzzz40,"['CYP450_TxtE', 'TetR_N', 'RutR', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'HTH_AsnC-type', 'MarR_2', 'HTH_20', 'DDAH_eukar', 'Orn_aminotrans']",1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
WP_183370322.1,zzzz289,"['Fer4', 'flavo_MJ0208', 'DUF2249', 'CysN', 'APS_kinase', 'T7SS_EccA', 'spore_V_K', 'TPR_2', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'SnoaL_2', 'adh_short_C2', 'TetR_N', 'TetR_C_33', 'CoA_transf_3', 'mycofact_creat']",1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_197518158.1,zzzz302,"['SHOCT', 'Phage_holin_3_6', 'SDR_subfam_1', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'Sirohm_synth_M', 'Sig70_famx2', 'DUF2332', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_026909886.1,zzzz445,"['GAF', 'Trans_reg_C', 'Methyltransf_25', 'VWA_CoxE', 'AAA_5', '26Sp45', 'FxSxx-COOH', 'NDMA_methanol', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'MTES_1575', 'AbiEi_1', 'YkuD', 'PG_binding_4', 'HpaA']",1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
WP_006367872.1,zzzz694,"['DUF1656', 'Pyr_redox_2', 'Reductase_C', 'DNA_alkylation', 'Voltage_CLC', 'DoxX_3', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'DUF5134']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_187588526.1,zzzzz18,"['GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'ChW', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'DUF6343', 'DUF4307']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_110004988.1,zzzz184,"['FAD_binding_3', 'mycofact_OYE_2', 'C_GCAxxG_C_C', 'Abhydrolase_10', 'Polyketide_cyc2', 'am_tr_V_VC1184', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'TetR_C_33', 'efflux_EmrB', 'Pyrid_ox_like', 'efflux_Bcr_CflA', 'mycofact_creat', 'Transp_cyt_pur', 'Peripla_BP_2']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
WP_040531021.1,zzzz370,"['Rv1155_F420', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'DoxX', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'AOX']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_146562705.1,zzzz575,"['Pyr_redox_3', 'NAD_binding_8', 'ADC', 'Beta-lactamase', 'TetR_C_11', 'TetR_N', 'AMP-binding', 'AMP-binding_C', 'SDR_subfam_1', 'mycofact_TetR', 'mycofactocin', 'mycofact_MftB', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'GMC_mycofac_2', 'fabF', 'EutB']",1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_213244625.1,zzzz883,"['DUF4442', 'GMC_mycofac_2', 'PqqA', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'TetR_C_14', 'PA_CoA_Oxy5', 'Pyr_redox_2', 'Pyr_redox', 'INV_N']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_082564151.1,zzzz157,"['TauE', 'CysD', 'CysN', 'YajC', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'RibD_C', 'GNAT_like', 'DHPS', 'Glycos_transf_2', 'Hemerythrin', 'Hydrolase_3']",1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_201776729.1,zzzz378,"['mft_etfB', 'Fer4_2', 'Fer4', 'GG-red-SF', 'ETF_alpha', 'mycofact_OYE_2', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'NDMA_methanol', 'AAA_5', 'AAA_18', 'CbbQ_C', 'KRTAP', 'VWA_CoxE', 'Methyltransf_25', 'BioC', 'Response_reg', 'GerE', 'HisKA_3', 'HATPase_c_2', 'Fe-ADH']",1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1
WP_116707182.1,zzzz433,"['Methyltransf_25', 'VWA_CoxE', 'AAA_5', 'AAA', 'NDMA_methanol', 'adh_short', 'GntR', 'E3_binding', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'Response_reg', 'GerE', 'HTH_10', 'HisKA_3', 'DUF6223', 'Glycolytic', 'LysR_substrate']",1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0
WP_040516242.1,zzzz531,"['DUF4442', 'GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'Pyr_redox_2', 'Reductase_C', 'TetR_C_1', 'TetR_N']",1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_164308646.1,zzzz203,"['GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'DoxX', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'RskA']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_013873929.1,zzzz242,"['B4_12hDH', 'mft_etfB', 'ETF', 'Fer4_2', 'GG-red-SF', 'DAO', 'ETF_alpha', 'ETF', 'mycofact_OYE_2', 'mycofact_OYE_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'TetR_N', 'CoA_transf_3', 'Peripla_BP_6', 'Peripla_BP_6', 'Peripla_BP_6', 'urea_trans_UrtE', 'urea_trans_UrtD', 'BPD_transp_2']",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
WP_188489312.1,zzzz287,"['DUF6459', 'DUF4131', 'DUF3040', 'Cpta_toxin', 'Pyr_redox_2', 'Reductase_C', 'DNA_alkylation', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Rv1155_F420']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_161893820.1,zzzz426,"['E_Pc_C', 'Pyr_redox_2', 'Reductase_C', 'DNA_alkylation', 'DoxX_3', 'PA_CoA_Oxy5', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'Cation_efflux', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_007320473.1,zzzz437,"['SnoaL_2', 'SDR_subfam_1', 'PIN', 'DUF1990', 'Polyketide_cyc2', 'actino_HemFlav', 'mycofact_rSAM', 'quino_hemo_SAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'F420_MSMEG_2906', 'NQR2_RnfD_RnfE', 'NAD_binding_1', 'ApbE']",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_222685710.1,zzzz541,"['Methyltransf_11', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'Acetyltransf_1', 'RelA_SpoT', 'mycofact_creat', 'mycofact_glyco', 'Rv0697']",1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WP_224646848.1,zzzz555,"['Glyoxalase', 'SNF2-rel_dom', 'Helicase_C', 'SWIM', 'LysR_substrate', 'HTH_1', 'HTH_30', '2A0106', 'PHB_DH', 'Acyl_transf_3', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'sixA', 'sixA']",1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_062798924.1,zzzz586,"['thiovirid_RiPP', 'DUF3828', 'INV_N', 'Glyco_tranf_2_5', 'Pyr_redox_2', 'DNA_alkylation', 'PA_CoA_Oxy5', 'mycofact_TetR', 'cyc_hxne_CoA_dh', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'Glycos_transf_2']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_208852503.1,zzzz743,"['rpsJ_bact', 'TetR_N', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'DUF2332', 'Aldo_ket_red', 'Inositol_P', 'Pyr_redox_2', 'Reductase_C', 'SDR_subfam_1', 'SHOCT', 'DUF4133']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_026917275.1,zzzz748,"['BD-FAE', 'Abhydrolase_6', 'GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_2', 'Pyr_redox_2', 'Reductase_C', 'NAD_binding_8', 'CbtA', 'Tic110']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_187091355.1,zzzz892,"['GGDEF', 'PAS', 'Usp', 'ATPase-IB_hvy', 'ATPase-IB1_Cu', 'Hemerythrin', 'mycofact_creat', 'mycofact_glyco', 'SDR_subfam_2', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'HTH_8', 'ntrC', 'PpsR-CrtJ', 'Rxyl_3153', 'AAA_5', 'spore_lonB', 'AAA_lid_2', 'VWA_CoxE', 'Ferric_reduct', 'PA_CoA_Oxy5']",1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
WP_158918945.1,zzzzz85,"['DDE_3', 'CBS', 'Rv0697', 'mycofact_glyco', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'GerE', 'Response_reg', 'GerE', 'AAA_22', 'TPR_19', 'AAA_16', 'NB-ARC', 'TPR_2', 'HATPase_c_2', 'MFS_1', '4HBT_2']",1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
WP_008376051.1,zzzz149,"['mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'SDR_subfam_1', 'Pkinase', 'Pkinase', 'DUF4189', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'PA_CoA_Oxy5', 'DoxX_3', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'RskA']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_185054687.1,zzzz217,"['Fe-ADH', 'HisKA_3', 'Response_reg', 'GerE', 'HTH_10', 'HTH_38', 'Methyltransf_11', 'VWA_CoxE', 'NDMA_methanol', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_2', 'mycofact_glyco', 'VMA21', 'SigE-fam_strep', 'HTH_Tnp_ISL3', 'ccpA', 'Peripla_BP_4', 'TAT_signal_seq']",1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
WP_049698808.1,zzzz268,"['Pyr_redox_2', 'DNA_alkylation', 'Voltage_CLC', 'DoxX_3', 'PA_CoA_Oxy5', 'LIP', 'Chlorophyllase2', 'mycofact_TetR', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'SDR_subfam_1', 'CoA_transf_3', 'mycofact_creat', 'mycofact_glyco', 'GMC_mycofac_2', 'phnR_burk']",0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
WP_083343090.1,zzzz324,"['SRAP', 'DNA_alkylation', 'PA_CoA_Oxy5', 'MarR_2', 'HTH_IclR', 'MerR', 'HTH_Crp_2', 'drrA', 'mycofact_TetR', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_OYE_1', 'SDR_subfam_1', 'mycofact_OYE_2', 'AHSA1', 'mycofact_creat', 'quinone_pig3']",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
WP_214403287.1,zzzz439,"['CO_dehy_Mo_lg', '4hydroxCoAred', 'mycofact_glyco', 'Phosphodiest', 'mycofact_creat', 'mycofact_OYE_2', 'mycofact_OYE_1', 'FAD_oxidored', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'DUF952', 'Acetyltransf_7', 'Acetyltransf_6', 'Ank_4', 'Ank_3', 'TetR_N', 'RutR', 'TrmB', 'PEP_synth', 'SHOCT', 'DUF418', 'DUF998', 'HisKA_3', 'HATPase_c_2']",1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
WP_156406700.1,zzzz424,"['EF-G', 'EF-Tu', 'SHOCT', 'DUF5826', 'SDR_subfam_1', 'Pyr_redox_2', 'DUF2332', 'mycofact_TetR', 'TetR_N', 'HTH_23', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'DUF4716', 'mycofact_glyco', 'Rv0697', 'DUF4442', 'rpsJ_bact']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_223186609.1,zzzz503,"['mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'VWA_CoxE', 'marine_srt_targ', 'AAA_5', 'MCM', 'SDR_subfam_1', 'SDR_subfam_1', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Bac_rhamnosid6H', 'Bac_rhamnosid_C', '3keto-disac_hyd', 'Laminin_G_2', 'uvra', 'Glyoxalase_6', 'DinB_2', 'AHSA1', 'MarR_2', 'HTH_Crp_2', 'GntR', 'SGL', 'NHL', 'Tcp10_C']",1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
WP_017679992.1,zzzz810,"['HD_5', 'GerE', 'Nterm_IS4', 'mycofact_OYE_2', 'SDR_subfam_1', 'mycofact_OYE_1', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'Methyltransf_11', 'BchM-ChlM', 'drrA', 'LIP', 'Response_reg', 'GerE', 'HTH_24', 'HisKA_3', 'HATPase_c_2']",1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0
WP_007619279.1,zzzzz74,"['GMC_mycofac_2', 'mycofact_glyco', 'mycofact_creat', 'CoA_transf_3', 'Glycos_transf_2', 'PgaC_IcaA', 'SDR_subfam_1', 'actino_HemFlav', 'mycofact_rSAM', 'zf-RAG1', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'HTH_8', 'PA_CoA_Oxy5', 'DoxX_3', 'DNA_alkylation', 'Pyr_redox_2', 'Reductase_C', 'DUF6550', 'Phage_tail_APC']",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
WP_212527655.1,zzzz166,"['HtaA', 'TetR_N', 'TetR_C_30', 'P450_rel_GT_act', 'Fer4_13', 'Fer4_6', 'Fer4_2', 'SDR_subfam_1', 'Pyr_redox_3', 'NAD_binding_8', 'Rv0697', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'mycofact_TetR', 'GroEL', 'Peptidase_C14', 'ScfRs', 'Peptidase_M78', 'HTH_3', 'isocit_lyase']",1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WP_051660122.1,zzzz172,"['Orn_aminotrans', 'DDAH_eukar', 'HTH_AsnC-type', 'MarR', 'Pyr_redox_2', 'Reductase_C', 'Glyoxalase_6', 'SigE-fam_strep', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'actino_HemFlav', 'mycofact_creat', 'mycofact_glyco', 'Rv0697', 'TetR_N', 'TetR_C_11', 'CYP450_TxtE']",1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
WP_130629954.1,zzzz201,"['VWA_CoxE', 'gas_vesic_GvpN', 'Rxyl_3153', 'GAF', 'HTH_8', 'ntrC', 'mycofact_TetR', 'mycofactocin', 'Mycofactocin_RRE', 'mycofact_rSAM', 'mycofact_creat', 'SDR_subfam_2', 'mycofact_glyco', 'mycofact_glyco', 'Abhydrolase_2', 'Glyoxalase_6', 'Glyoxalase_4', 'F420_oxidored', 'tartro_sem_red']",1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
WP_197721901.1,zzzz435,"['P450_cycloAA_1', 'TetR_N', 'mycofact_TetR', 'DprA_WH', 'efflux_EmrB', 'Rv0697', 'mycofact_glyco', 'mycofact_creat', 'actino_HemFlav', 'mycofact_rSAM', 'Mycofactocin_RRE', 'mycofactocin', 'mycofact_TetR', 'MTES_1575', 'Sig70_famx2', 'Glyoxalase_6', 'Pyr_redox_2', 'Reductase_C', 'DDAH_eukar', 'SDR_subfam_1']",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
