Query,Genus/Species,Nucleotide_acc,Protein_acc,start,end,dir,PfamID1,Name1,Description1,E-value1,PfamID2,Name2,Description2,E-value2,PfamID3,Name3,Description3,E-value3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718657.1,8901,7725,-,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",5.7E-212,PF01070,FMN_dh,FMN-dependent dehydrogenase,3.7E-105,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,4.1E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718658.1,10107,8922,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,3E-194,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,2.3E-47,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,1.9E-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718660.1,10452,10152,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,3.3E-31,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,5.2E-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_245553139.1,10555,10441,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,2.8E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_051031420.1,10934,12125,+,PF00465,Fe-ADH,Iron-containing alcohol dehydrogenase,8.8E-110,TIGR02638,TIGR02638,lactal_redase: lactaldehyde reductase,4.1E-93,TIGR03405,TIGR03405,Phn_Fe-ADH: phosphonate metabolism-associated iron-containing alcohol dehydrogenase,6.1E-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718661.1,12141,13506,+,PF07730,HisKA_3,Histidine kinase,2.8E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718662.1,13520,14177,+,PF00072,Response_reg,Response regulator receiver domain,2.9E-23,PF00196,GerE,"Bacterial regulatory proteins, luxR family",3.1E-19,TIGR02875,TIGR02875,spore_0_A: sporulation transcription factor Spo0A,8.4E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718663.1,14243,14933,+,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,6.7E-86,PF02633,Creatininase,Creatinine amidohydrolase,2.9E-58,TIGR04448,TIGR04448,creatininase: creatininase,3.4E-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718664.1,16024,15088,-,PF12852,Cupin_6,Cupin,3.4E-41,PF12833,HTH_18,Helix-turn-helix domain,9.6E-22,PF00165,HTH_AraC,"Bacterial regulatory helix-turn-helix proteins, AraC family",1.8E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718666.1,16153,16849,+,PF02525,Flavodoxin_2,Flavodoxin-like fold,2.2E-35,PF03358,FMN_red,NADPH-dependent FMN reductase,7.8E-15,TIGR03567,TIGR03567,FMN_reduc_SsuE: FMN reductase,0.00083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_040718660.1,Nocardia veterana NBRC 100344,NZ_BAGM01000062.1,WP_040718667.1,17373,16887,-,PF04978,DUF664,Protein of unknown function (DUF664),6.5E-42,PF12867,DinB_2,DinB superfamily,6.2E-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_229662563.1,551297,550199,-,PF00589,Phage_integrase,Phage integrase family,1E-30,TIGR02225,TIGR02225,recomb_XerD: tyrosine recombinase XerD,1.4E-28,TIGR02224,TIGR02224,recomb_XerC: tyrosine recombinase XerC,1.6E-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782441.1,552694,551581,-,TIGR00802,TIGR00802,"nico: transition metal uptake transporter, Ni2+-Co2+ transporter (NiCoT) family",9E-106,PF03824,NicO,High-affinity nickel-transport protein,1.5E-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782442.1,552872,553472,+,PF01184,Gpr1_Fun34_YaaH,GPR1/FUN34/yaaH family,2.7E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782443.1,554883,553383,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,6E-138,PF00535,Glycos_transf_2,Glycosyl transferase family 2,4.3E-19,PF13641,Glyco_tranf_2_3,Glycosyltransferase like family 2,2.4E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782444.1,555617,554879,-,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,1.1E-99,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,5E-54,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,4E-53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782445.1,556333,555613,-,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,5.3E-90,PF02633,Creatininase,Creatinine amidohydrolase,1.6E-58,TIGR04448,TIGR04448,creatininase: creatininase,6.9E-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782446.1,557510,556334,-,TIGR03966,TIGR03966,"actino_HemFlav: heme/flavin dehydrogenase, mycofactocin system",2.4E-214,PF01070,FMN_dh,FMN-dependent dehydrogenase,7.6E-108,TIGR02708,TIGR02708,L_lactate_ox: L-lactate oxidase,2E-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782447.1,558705,557523,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,3.7E-200,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,4.2E-51,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,6E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782448.1,558989,558701,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,6.4E-28,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,1E-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782449.1,559101,559002,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,1.7E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782450.1,559386,560679,+,TIGR04266,TIGR04266,NDMA_methanol: NDMA-dependent methanol dehydrogenase,1E-207,PF00465,Fe-ADH,Iron-containing alcohol dehydrogenase,2.4E-104,TIGR02638,TIGR02638,lactal_redase: lactaldehyde reductase,7.6E-87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_229662564.1,560762,561956,+,TIGR02640,TIGR02640,gas_vesic_GvpN: gas vesicle protein GvpN,1E-15,PF07728,AAA_5,AAA domain (dynein-related subfamily),1.2E-15,PF00004,AAA,ATPase family associated with various cellular activities (AAA),5.3E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782451.1,561974,563507,+,PF05762,VWA_CoxE,VWA domain containing CoxE-like protein,1.5E-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782452.1,563503,564424,+,PF13649,Methyltransf_25,Methyltransferase domain,3.5E-07,PF08241,Methyltransf_11,Methyltransferase domain,5.5E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_229662627.1,565130,564449,-,PF00072,Response_reg,Response regulator receiver domain,3.9E-24,PF00196,GerE,"Bacterial regulatory proteins, luxR family",4.4E-19,TIGR02875,TIGR02875,spore_0_A: sporulation transcription factor Spo0A,4.9E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_229662565.1,566518,565132,-,PF07730,HisKA_3,Histidine kinase,1.2E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_188782448.1,Nocardioides phosphati,NZ_BMNI01000001.1,WP_188782453.1,567711,566520,-,PF00465,Fe-ADH,Iron-containing alcohol dehydrogenase,1.5E-113,TIGR02638,TIGR02638,lactal_redase: lactaldehyde reductase,3.4E-95,TIGR03405,TIGR03405,Phn_Fe-ADH: phosphonate metabolism-associated iron-containing alcohol dehydrogenase,6.5E-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867842.1,1062154,1063381,+,PF02566,OsmC,OsmC-like protein,2.3E-17,PF12146,Hydrolase_4,"Serine aminopeptidase, S33",1.4E-13,TIGR03101,TIGR03101,hydr2_PEP: exosortase A system-associated hydrolase 2,2.3E-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867843.1,1064279,1063403,-,PF09754,PAC2,PAC2 family,7E-31,TIGR00162,TIGR00162,TIGR00162: TIGR00162 family protein,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867844.1,1065532,1064353,-,TIGR01366,TIGR01366,serC_3: putative phosphoserine aminotransferase,1.4E-175,TIGR01364,TIGR01364,serC_1: phosphoserine transaminase,2.7E-20,TIGR01365,TIGR01365,serC_2: phosphoserine aminotransferase,5.5E-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_243839092.1,1065638,1066829,+,PF00155,Aminotran_1_2,Aminotransferase class I and II,1.1E-73,TIGR03540,TIGR03540,DapC_direct: LL-diaminopimelate aminotransferase,4.6E-65,TIGR01265,TIGR01265,tyr_nico_aTase: tyrosine/nicotianamine family aminotransferase,3.9E-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867846.1,1069138,1066924,-,TIGR04214,TIGR04214,CSLREA_Nterm: CSLREA domain,3.9E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867847.1,1069222,1070278,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867848.1,1070861,1070288,-,PF02660,G3P_acyltransf,Glycerol-3-phosphate acyltransferase,1.7E-45,TIGR00023,TIGR00023,TIGR00023: acyl-phosphate glycerol 3-phosphate acyltransferase,8.4E-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_166657383.1,1072004,1070867,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,6.4E-184,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,4.8E-52,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,2.4E-47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867849.1,1072275,1071987,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,2E-26,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,3.2E-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_208293966.1,1072423,1072282,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,2.6E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867850.1,1073335,1072930,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867851.1,1074939,1073358,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867852.1,1075709,1074938,-,TIGR01188,TIGR01188,"drrA: daunorubicin resistance ABC transporter, ATP-binding protein",3.3E-63,TIGR03740,TIGR03740,"galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit",8.3E-48,TIGR03522,TIGR03522,GldA_ABC_ATP: gliding motility-associated ABC transporter ATP-binding subunit GldA,1.8E-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867853.1,1076564,1075763,-,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,1.4E-49,PF00106,adh_short,short chain dehydrogenase,8.3E-48,TIGR01832,TIGR01832,kduD: 2-deoxy-D-gluconate 3-dehydrogenase,4.5E-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867854.1,1076647,1078603,+,PF13245,AAA_19,AAA domain,7.1E-10,PF01443,Viral_helicase1,Viral (Superfamily 1) RNA helicase,5.1E-08,PF00580,UvrD-helicase,UvrD/REP helicase N-terminal domain,6.8E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_166657384.1,1078788,1078629,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_133867849.1,Ilumatobacter fluminis,NZ_SOAU01000001.1,WP_133867855.1,1079370,1079085,-,PF01402,RHH_1,"Ribbon-helix-helix protein, copG family",2.3E-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045876151.1,1922276,1921979,-,TIGR00135,TIGR00135,"gatC: aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase, C subunit",1.6E-20,PF02686,Glu-tRNAGln,Glu-tRNAGln amidotransferase C subunit,3.3E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045876152.1,1922534,1923230,+,PF01842,ACT,ACT domain,2E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045876153.1,1925548,1923241,-,TIGR00575,TIGR00575,"dnlj: DNA ligase, NAD-dependent",6.3E-231,PF01653,DNA_ligase_aden,NAD-dependent DNA ligase adenylation domain,5.7E-118,PF03120,DNA_ligase_OB,NAD-dependent DNA ligase OB-fold domain,8.7E-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045876154.1,1926768,1925544,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045876155.1,1927915,1926835,-,TIGR00420,TIGR00420,trmU: tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,2.5E-79,PF03054,tRNA_Me_trans,tRNA methyl transferase HUP domain,6.2E-68,PF20259,tRNA_Me_trans_M,tRNA methyl transferase PRC-barrel domain,6.6E-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045876156.1,1929208,1928014,-,TIGR03402,TIGR03402,FeS_nifS: cysteine desulfurase NifS,1.1E-117,TIGR03235,TIGR03235,DNA_S_dndA: cysteine desulfurase DndA,4E-84,TIGR02006,TIGR02006,IscS: cysteine desulfurase IscS,2.1E-77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_232303668.1,1930680,1929240,-,TIGR03965,TIGR03965,mycofact_glyco: mycofactocin system glycosyltransferase,1.9E-103,PF00535,Glycos_transf_2,Glycosyl transferase family 2,3.3E-15,TIGR04283,TIGR04283,"glyco_like_mftF: transferase 2, rSAM/selenodomain-associated",4E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_084010508.1,1931064,1931196,+,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,4.6E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045876159.1,1931290,1931569,+,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,1.2E-28,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,2E-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_084010510.1,1931639,1932818,+,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,1.3E-182,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,6.2E-44,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,1.2E-38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045876160.1,1933378,1932871,-,PF12802,MarR_2,MarR family,5.1E-10,PF01047,MarR,MarR family,9.1E-10,TIGR02337,TIGR02337,"HpaR: homoprotocatechuate degradation operon regulator, HpaR",1.5E-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045879233.1,1936904,1933643,-,PF01642,MM_CoA_mutase,Methylmalonyl-CoA mutase,3.1E-142,TIGR00641,TIGR00641,acid_CoA_mut_N: methylmalonyl-CoA mutase N-terminal domain,6.4E-119,PF03308,MeaB,Methylmalonyl Co-A mutase-associated GTPase MeaB,2.5E-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_232303669.1,1943581,1944331,+,TIGR03964,TIGR03964,mycofact_creat: mycofactocin system creatininase family protein,2.4E-74,PF02633,Creatininase,Creatinine amidohydrolase,2.6E-55,TIGR04448,TIGR04448,creatininase: creatininase,1.5E-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_045879234.1,1944494,1945349,+,TIGR04504,TIGR04504,SDR_subfam_2: SDR family mycofactocin-dependent oxidoreductase,4.7E-96,TIGR03971,TIGR03971,SDR_subfam_1: SDR family mycofactocin-dependent oxidoreductase,2.9E-59,PF13561,adh_short_C2,Enoyl-(Acyl carrier protein) reductase,1.6E-49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_052710752.1,1945412,1945727,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_255355179.1,1945777,1945984,+,PF13275,S4_2,S4 domain,1.5E-27,TIGR02988,TIGR02988,YaaA_near_RecF: S4 domain protein YaaA,3.5E-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_045876159.1,Frankia sp. DC12,NZ_KQ031391.1,WP_232303670.1,1947221,1946021,-,PF00480,ROK,ROK family,1.6E-47,TIGR00744,TIGR00744,ROK_glcA_fam: ROK family protein (putative glucokinase),1.2E-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_246528158.1,459524,458819,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_246528394.1,460742,459875,-,TIGR04503,TIGR04503,"mft_etfB: electron transfer flavoprotein, mycofactocin-associated",3E-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_221331725.1,461042,460748,-,PF12797,Fer4_2,4Fe-4S binding domain,6E-09,TIGR04105,TIGR04105,"FeFe_hydrog_B1: [FeFe] hydrogenase, group B1/B3",5.2E-08,PF13187,Fer4_9,4Fe-4S dicluster domain,3.2E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_184388122.1,462486,461055,-,TIGR02032,TIGR02032,GG-red-SF: geranylgeranyl reductase family,1.8E-31,TIGR02023,TIGR02023,BchP-ChlP: geranylgeranyl reductase,2.5E-18,PF01266,DAO,FAD dependent oxidoreductase,1E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_221331726.1,464600,463436,-,PF00766,ETF_alpha,Electron transfer flavoprotein FAD-binding domain,2.6E-23,PF01012,ETF,Electron transfer flavoprotein domain,1.5E-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_184388123.1,466648,464656,-,TIGR03997,TIGR03997,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,3.8E-297,TIGR03996,TIGR03996,mycofact_OYE_1: mycofactocin system FadH/OYE family oxidoreductase 1,2.5E-107,PF00724,Oxidored_FMN,NADH:flavin oxidoreductase / NADH oxidase family,1.9E-62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_221331727.1,468887,466736,-,TIGR03996,TIGR03996,mycofact_OYE_1: mycofactocin system FadH/OYE family oxidoreductase 1,9.5E-248,TIGR03997,TIGR03997,mycofact_OYE_2: mycofactocin system FadH/OYE family oxidoreductase 2,9E-130,PF00724,Oxidored_FMN,NADH:flavin oxidoreductase / NADH oxidase family,2.3E-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_221331728.1,470108,468896,-,TIGR03962,TIGR03962,mycofact_rSAM: mycofactocin radical SAM maturase,9E-191,TIGR04545,TIGR04545,rSAM_ahbD_hemeb: heme b synthase,8.1E-46,TIGR04055,TIGR04055,rSAM_NirJ2: putative heme d1 biosynthesis radical SAM protein NirJ2,5.4E-41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_221331729.1,470663,470405,-,RREFam016,Mycofactocin_RRE,Stand-alone RRE protein in a mycofactocin cluster,5.1E-29,TIGR03967,TIGR03967,mycofact_MftB: putative mycofactocin binding protein MftB,8.2E-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_184388152.1,470866,470734,-,TIGR03969,TIGR03969,mycofactocin: mycofactocin precursor,1.3E-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_184388154.1,470960,471572,+,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,1.2E-80,PF17754,TetR_C_14,MftR C-terminal domain,1E-43,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",2.9E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_184388156.1,472114,471922,-,PF06902,Fer4_19,Divergent 4Fe-4S mono-cluster,1.7E-13,PF13370,Fer4_13,4Fe-4S single cluster domain of Ferredoxin I,1.8E-12,PF13459,Fer4_15,4Fe-4S single cluster domain,3.3E-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_184388158.1,473331,472122,-,TIGR04538,TIGR04538,"P450_cycloAA_1: cytochrome P450, cyclodipeptide synthase-associated",7.8E-44,TIGR04458,TIGR04458,CYP450_TxtE: 4-nitrotryptophan synthase,4.1E-41,TIGR04515,TIGR04515,P450_rel_GT_act: P450-derived glycosyltranferase activator,4.7E-37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_184388160.1,473445,474108,+,PF00440,TetR_N,"Bacterial regulatory proteins, tetR family",3.9E-13,TIGR03384,TIGR03384,betaine_BetI: transcriptional repressor BetI,0.00025,TIGR03968,TIGR03968,mycofact_TetR: mycofactocin system transcriptional regulator,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WP_221331729.1,Nocardiopsis composta,NZ_JACHDB010000001.1,WP_184388161.1,474347,474863,+,PF05685,Uma2,Putative restriction endonuclease,7.3E-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
